situation_number,creation_time,participant_ref,progress,reason,planned,summary,description,validity_start,validity_end,severity,condition,advice,vehicle_mode,affected_operators,affected_lines,affected_stops,affected_places,validity_start_dt,validity_end_dt,disruption_date
3ac34bbf-de93-413d-bf4e-0a321caf8a8a,2026-02-02T08:53:42Z,SYMCA,open,maintenanceWork,false,"Carr Road , Stocksbridge (Sheffield)","Carr Road is temporarily inaccessible due to emergency utility works until further notice .

Service 57 and 57a are subject to diversion.",2026-02-02T08:51:00.000Z,,unknown,unknown,"Services 57 and 57a, to divert via Manchester Road resuming normal route at the bottom of Nanny Hill in both directions.",bus,SYRK:Stagecoach | SYRK:Stagecoach,57:57 | 57A:57A,370022856:Angel Street/CG3 | 370022174:Armitage Road/Fox Glen Road | 370021974:Armitage Road/Haywood Avenue | 370027579:Bracken Moor Lane/Broomfield Lane | 370022151:Carr Road/Carr Fold | 370027163:Carr Road/Carr Grove | 370022152:Carr Road/Carrcroft Court | 370022155:Carr Road/Helliwell Lane | 370022154:Carr Road/Hillcrest Road | 370022153:Carr Road/St Johns Road | 370022156:Carr Road/The Greenway | 370022157:Carr Road/Wood Royd Road | 370022805:Castle Street/CG10 | 370022230:Cedar Road/Birch Tree Road | 370022231:Cedar Road/Coal Pit Lane | 370022227:Cedar Road/Pot House Lane | 370021257:Church Street/Brook Lane | 370021258:Church Street/Brook Lane | 370021256:Church Street/Church Close | 370021255:Church Street/Glossop Row | 370021260:Church Street/Naylor Road | 370021259:Church Street/Naylor Road | 370026997:Coal Pit Lane/Hollin Busk Lane | 370022233:Coal Pit Lane/Pennine View | 370021188:Dykes Hall Road/Dunella Road | 370021187:Dykes Hall Road/Dunella Road | 370021185:Dykes Hall Road/Far Lane | 370021186:Dykes Hall Road/Far Lane | 370020753:Dykes Hall Road/Findon Street | 370020738:Dykes Hall Road/Findon Street | 370021431:Dykes Hall Road/Middlewood Road | 370027315:Eyre Street/Moor Market ES3 | 370022788:Flat Street/Fitzalan Square | 370022832:Flat Street/FS2 | 370023135:Furnival Gate/Moorhead MH3 | 370023144:Furnival Street/Arundel Lane | 370023143:Furnival Street/Arundel Lane | 370022789:Gibraltar Street/Bower Spring | 370027294:Gibraltar Street/Lambert Street | 370021325:Haggstones Road/Birks Wood Drive | 370026933:Haggstones Road/Boggard Lane | 370021323:Haggstones Road/Boggard Lane | 370021327:Haggstones Road/Burton Lane | 370021324:Haggstones Road/Haggstones Drive | 370021319:Haggstones Road/Kirk Edge Road | 370021321:Haggstones Road/Mowson Lane | 370021326:Haggstones Road/Naylor Road | 370023864:Haggstones Road/Naylor Road | 370021320:Haggstones Road/Towngate Road | 370021322:Haggstones Road/Walshaw Road | 370022195:Hole House Lane/Manchester Road | 370022198:Hole House Lane/Whitwell Crescent | 370022197:Hole House Lane/Whitwell Crescent | 370020695:Infirmary Road/Balaclava Road | 370023732:Infirmary Road/Penistone Road | 370023731:Infirmary Road/Portland Street | 370020694:Infirmary Road/Portland Street | 370020696:Infirmary Road/West Don Street | 370021254:Langsett Road North/Cockshutts Lane | 370021253:Langsett Road North/Cockshutts Lane | 370023556:Langsett Road North/Main Road | 370021252:Langsett Road North/Millennium Green | 370021450:Langsett Road South/Bertram Road | 370021449:Langsett Road South/Birch House Avenue | 370021198:Langsett Road South/Birch House Avenue | 370021251:Langsett Road South/Holmesfield Road | 370023734:Langsett Road/Bamforth Street | 370023733:Langsett Road/Channing Street | 370023770:Langsett Road/Cuthbert Bank Road | 370021418:Langsett Road/Hatton Road | 370026679:Langsett Road/Langsett Rise | 370020697:Langsett Road/Primrose Hill | 370027573:Langsett Road/Ripley Street | 370021971:Lee Avenue/Armitage Road | 370022188:Lee Avenue/Bocking Hill | 370022189:Lee Avenue/Hills Road | 370021970:Lee Avenue/Knowles Avenue | 370021261:Low Road/Station Lane | 370022307:Main Road/Brightholmlee Lane | 370022310:Main Road/Brightholmlee Lane | 370022308:Main Road/Green Lane | 370023555:Main Road/Langsett Road North | 370022309:Main Road/School Lane | 370021949:Manchester Road/Bitholmes Lane | 370021946:Manchester Road/Bitholmes Lane | 370021947:Manchester Road/Bitholmes Lane | 370021948:Manchester Road/Bitholmes Lane | 370021944:Manchester Road/Carr Road | 370021945:Manchester Road/Carr Road | 370022179:Manchester Road/Fox Valley Way | 370026692:Manchester Road/Fox Valley Way | 370022178:Manchester Road/Gibson Lane | 370022196:Manchester Road/Hole House Lane | 370022194:Manchester Road/Hole House Lane | 370022177:Manchester Road/Johnson Street | 370026942:Manchester Road/More Hall Lane | 370023823:Manchester Road/More Hall Lane | 370021975:Manchester Road/Newton Avenue | 370021977:Manchester Road/Newton Avenue | 370021976:Manchester Road/Newton Avenue,,2026-02-02 08:51:00+00:00,,2026-02-02
34648a94-79a3-444d-9745-82464ccdbba2,2026-01-22T10:56:59Z,WestofEngland,open,roadworks,true,Stop Closure: Bedminster Parade,Bedminster Parade (NE-bound) will be closed between 9:00am on the 02/02 until 15:00pm on the 09/02. A temporary stop will be located outside of the Library down the road.,2026-02-02T09:00:00.000Z,2026-02-09T15:00:00.000Z,normal,unknown,Bedminster Parade (NE-bound) will be closed between 9:00am on the 02/02 until 15:00pm on the 09/02. A temporary stop will be located outside of the Library down the road.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | EUTX:Eurocoaches (Bristol) | FBRI:First Bristol Limited | FBRI:First Bristol Limited | LEMB:The Big Lemon | FBRI:First Bristol Limited,24:24 | 43:43 | 74:74 | 75:75 | 76:76 | 512:512 | A1:A1 | m1:m1 | P1:P1 | SB7:SB7,0100BRA10068:Bedminster Parade,,2026-02-02 09:00:00+00:00,2026-02-09 15:00:00+00:00,2026-02-02
7079ab67-7dae-4ca6-8b53-afc2c0bec732,2026-01-13T15:08:18Z,WestofEngland,open,roadworks,true,Stop closure: Stokefield Close,The Stokefield Close (NW) stop will be closed 0930 - 1530 from 2 to 6 Feb 2026,2026-02-02T09:30:00.000Z,2026-02-02T15:30:00.000Z,normal,unknown,The Stokefield Close (NW) stop will be closed 0930 - 1530 from 2 to 6 Feb 2026,bus,SCGL:Stagecoach,60:60,0170SGB20683:Stokefield Close,,2026-02-02 09:30:00+00:00,2026-02-02 15:30:00+00:00,2026-02-02
7b7ed6c2-e064-4a34-9c66-1a4f3e0c9eda,2026-02-02T10:59:42Z,TfGM,open,repairWork,false,"Acre Top Road, Manchester - Roadworks","Due to roadworks on Acre Top Road, bus services are on diversion.",2026-02-02T10:59:00.000Z,,normal,unknown,Services to continue on Victoria Avenue.,bus,BNSM:Bee Network | BNSM:Bee Network,115:115 | 116:116,,,2026-02-02 10:59:00+00:00,,2026-02-02
ac18c800-24c9-440b-8ef8-a739c7034949,2026-02-02T11:17:43Z,TfGM,open,roadworks,false,"Bow Street, Bolton - Roadworks","Due to roadworks, bus services will be on diversion.",2026-02-02T11:17:00.000Z,2026-02-13T23:59:00.000Z,normal,unknown,"Services will divert via Bridge Street, St Georges Street and Kay Street.",bus,BNSM:Bee Network,480:480,1800WA02391:All Saints Street,,2026-02-02 11:17:00+00:00,2026-02-13 23:59:00+00:00,2026-02-02
ac18c800-24c9-440b-8ef8-a739c7034949,2026-02-02T11:17:43Z,TfGM,open,roadworks,false,"Bow Street, Bolton - Roadworks","Due to roadworks, bus services will be on diversion.",2026-02-02T11:17:00.000Z,2026-02-13T23:59:00.000Z,normal,unknown,"Services will divert via Manor Street, Bradshaw Gate and Great Moor Street.",bus,BNGN:Bee Network | BNGN:Bee Network,561:561 | 562:562,,,2026-02-02 11:17:00+00:00,2026-02-13 23:59:00+00:00,2026-02-02
88471164-802e-4711-8e6f-070f475a5101,2026-02-02T13:04:22Z,Merseytravel,open,roadworks,true,Stonedale Crescent (Croxteth),Stonedale Crescent will be closed at Stonebridge Lane from Monday 2 February 2026 for approximately 10 days.,2026-02-02T13:10:00.000Z,2026-02-11T23:59:00.000Z,normal,unknown,"Service 215
• From Aintree University Hospital will operate as normal route to Stonebridge Lane, then continue via Stonebridge Lane and resume normal route to Walton Park, Lavender Way (omitting Stonedale Crescent).
• From Walton Park, Lavender Way will operate as normal route to Stonebridge Lane, then continue via Stonebridge Lane and resume normal route to Aintree University Hospital (omitting Stonedale Crescent).
This service will call at all stops on Stonebridge Lane in both directions.",bus,HUYT:Huyton Travel,215:215,,,2026-02-02 13:10:00+00:00,2026-02-11 23:59:00+00:00,2026-02-02
2cd1b1d5-08ee-440b-90b2-568830611a0e,2026-01-21T13:45:06Z,TfGM,open,roadworks,true,"Armentieres Square, Stalybridge - Roadworks","Due to works taking place on Armentieres Square, services are on diversion.",2026-02-02T15:49:00.000Z,2026-02-08T23:59:00.000Z,normal,unknown,"Services will divert towards Stalybridge via Market Street, Water Street, Caroline Street and High Street. 
Services heading to Stalybridge will divert via High Street, Caroline Street, Shepley Street, Market Street into Stalybridge.",bus,BNML:Bee Network | BNML:Bee Network (Metroline) | BNML:Bee Network | BNML:Bee Network | BNDB:Bee Network | BNSM:Bee Network | BNGN:Bee Network | BNML:Bee Network | BNGN:Bee Network | BNGN:Bee Network | BNML:Bee Network | BNGN:Bee Network,216:216 | 219:219 | 220:220 | 237:237 | 343:343 | 348:348 | 387:387 | 389:389 | 820:820 | 870:870 | 870:870 | S237:S237,1800EH00651:Armentieres Square | 1800EH00611:Armentieres Square | 1800EH00811:Armentieres Square | 1800EH00801:Armentieres Square | 1800EH09411:Forester Drive | 1800EH09401:Forrester Drive | 1800EH09401:Forrester Drive | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH09491:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street | 1800EH20571:Market Street,,2026-02-02 15:49:00+00:00,2026-02-08 23:59:00+00:00,2026-02-02
2330cf08-e4d5-4db0-aea0-c821bbcc3100,2025-02-13T08:47:20Z,WYCA,open,roadworks,false,"Methley, Pinfold Lane (Leeds)","Pinfold Lane, Methley closed due to emergency works until Friday 6 February.",2026-02-02T16:38:00.000Z,2026-02-06T23:59:00.000Z,slight,unknown,"Service 141 is diverting via Green Lane, Boat Lane & Lower Mickletown in both directions. 

Alternative stops:

Towards Leeds 45014609 Methley School.

Towards Pontefract 45014608 Methley School or 4514627 Green Lane.",bus,WRAY:Arriva Yorkshire,141:141,450014601:Low Common | 450014626:Low Common | 450014608:Methley School | 450014609:Methley School | 450014612:Mickletown Road | 450014613:Mickletown Road | 450014603:Moorhouse Farm | 450014604:Moorhouse Farm | 450014605:Pinfold Surgery | 450014606:Pinfold Surgery | 450014610:Summerhill Road | 450014611:Summerhill Road | 450014607:Taylor Grove,,2026-02-02 16:38:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
17dbd3c6-d0ac-41ff-aecf-3fe0f7f0cd9d,2026-01-30T18:07:00Z,TfGM,open,roadClosed,true,"Strines Road, Stockport - Overnight Works","Due to overnight works taking place on Strines Road, services are on diversion.",2026-02-02T19:00:00.000Z,2026-02-03T06:00:00.000Z,normal,unknown,"Between the hours of 7pm - 6am, services are diverting via Hibbert Lane, Windlehurst Road, High Lane, Buxton Road and Albion Road.",bus,BNSM:Bee Network,358:358,1800SG35511:Arkwright Road | 1800SG35521:Bleak House | 1800SG35541:Brickbridge Road | 1000DNMBS214:Bus Station | 1000DNMH3641:Council Depot | 1000DNMH3645:Council Depot | 1800SG35561:Goyt Cliff | 1800SG35551:Goyt Cliff | 1800SG35831:Navigation | 1800SG35841:Navigation | 1800SG35601:Plucksbridge Road | 1800SG35591:Plucksbridge Road | 1000DHBH3669:Primary School | 1000DHBH3668:Primary School | 1800SG35531:Rose Tor | 1800SG35651:Station Road | 1800SG35661:Station Road | 1800SG35631:Strines Road | 1800SG35641:Strines Road | 1800SG35581:The Dingle | 1800SG35571:The Dingle | 1800SG35621:The Strines Nightingale | 1800SG35611:The Strines Nightingale | 100000008367:Waterside Road | 100000008366:Waterside Road | 1000DHBH3667:White Gate House | 1000DHBH3666:White Gate House | 1000DNMH3665:White Gates | 1000DNMH3664:White Gates | 0600MA19020:Woodend Barn | 0600MA19021:Woodend Barn | 0600MA19023:Woodend Farm | 0600MA19022:Woodend Farm,,2026-02-02 19:00:00+00:00,2026-02-03 06:00:00+00:00,2026-02-02
910c96b7-8eea-48fb-bdf1-ea3f4fff3d9a,2026-01-13T12:09:22Z,WYCA,open,roadworks,true,"Cookridge, Cookridge Lane, Otley Old Road and Tinshill Road (Leeds)","Cookridge Lane, Otley Old Road and Tinshill Road are affected by junction works from Monday 2 February to Friday 6 February between 1900 - 2300 each night.",2026-02-02T19:00:00.000Z,2026-02-02T23:00:00.000Z,slight,unknown,Service 23 is diverting via Otley Old Road & Tinshill Lane.,bus,FLDS:First Leeds,23:23,450010757:Cookridge Lane | 450011740:Cookridge Lane | 450011728:Holtdale Approach | 450011730:Holtdale Approach | 450010758:Tinshill Road | 450011502:Tinshill Road,,2026-02-02 19:00:00+00:00,2026-02-02 23:00:00+00:00,2026-02-02
97a2645c-4438-410d-8337-9a5e82370b55,2026-01-29T11:37:55Z,WestofEngland,open,maintenanceWork,true,Stop closure: Vale View Terrace,The Vale View Terrace stops will be closed 3 to 13 Feb 2026,2026-02-03T00:00:00.000Z,2026-02-13T00:00:00.000Z,normal,unknown,The Vale View Terrace stops will be closed 3 to 13 Feb 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FSRV:Faresaver | FBRI:First Bristol Limited | FSRV:Faresaver | FSRV:Faresaver,3:3 | 13:13 | 228:228 | D1x:D1x | X83:X83 | X86:X86,0180BAC30544:Vale View Terrace | 0180BAC30570:Vale View Terrace,,2026-02-03 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-03
ff646915-6cec-4129-8727-82f8b1cc3494,2026-02-02T19:33:46Z,TfGM,open,maintenanceWork,true,"Hattersley Road West, Hattersley - Bus Stop Closure",The bus stops at Hattersley Rail Station on Hattersley Road West are closed due to works taking place.,2026-02-03T00:01:00.000Z,2026-02-14T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Hattersley Rail Station (Stops A and B).,bus,BNML:Bee Network | BNGN:Bee Network | BNDB:Bee Network,201:201 | 387:387 | 868:868,1800EH37701:Hattersley Rail Station | 1800EH37711:Hattersley Rail Station,,2026-02-03 00:01:00+00:00,2026-02-14 23:59:00+00:00,2026-02-03
f90abe5c-6180-43e3-8f6b-aaa9e5bc84a4,2026-02-02T19:25:41Z,TfGM,open,maintenanceWork,true,"Wythenshawe Road, Wythenshawe - Bus Stop Closure","The bus stops on Wythenshawe Road, at the junction of Orton Road and Northolt Road are closed due to works taking place.",2026-02-03T00:01:00.000Z,2026-02-07T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Orton Road and Northolt Road.,bus,BNML:Bee Network | BNDB:Bee Network | BNDB:Bee Network | BNDB:Bee Network,370:370 | 746:746 | 755:755 | 762:762,1800SB41721:Northolt Road | 1800SB41511:Orton Road | 1800SB41521:Orton Road,,2026-02-03 00:01:00+00:00,2026-02-07 23:59:00+00:00,2026-02-03
622e4419-9546-4344-9bbc-a9c75a9a11b4,2026-02-02T18:26:20Z,TfGM,open,maintenanceWork,true,"Fields Farm Road, Hyde - Bus Stop Closure","The bus stop on Fields Farm Road, at the junction of Hattersley Road West is closed due to works taking place.",2026-02-03T00:01:00.000Z,2026-02-14T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Bankside.,bus,BNGN:Bee Network | BNGN:Bee Network | BNGN:Bee Network | BNGN:Bee Network,341:341 | 387:387 | 846:846 | 871:871,1800EH10161:Bankside,,2026-02-03 00:01:00+00:00,2026-02-14 23:59:00+00:00,2026-02-03
68c9324e-38d1-438e-bcaf-4d96e0f53ce9,2026-02-02T18:46:36Z,TfGM,open,maintenanceWork,true,"Gathurst Lane, Shevington - Bus Stop Closure",The bus stop at Gathurst Hall Farm on Gathurst Lane is closed due to works taking place.,2026-02-03T00:01:00.000Z,2026-02-07T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Ellwood Gardens.,bus,BNGN:Bee Network | BNVB:Bee Network,640:640 | 668:668,1800WK05091:Ellwood Gardens,,2026-02-03 00:01:00+00:00,2026-02-07 23:59:00+00:00,2026-02-03
16968d53-1216-400e-8192-01c26725ea5e,2026-02-02T18:39:31Z,TfGM,open,maintenanceWork,true,"Bolton Road, Bury - Bus Service Diversion",The bus stops at Hawkshaw Lodge on Bolton Road are closed due to works taking place.,2026-02-03T00:01:00.000Z,2026-02-06T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Kerry Hill.,bus,BNSM:Bee Network | BNSM:Bee Network,480:480 | 908:908,1800NC34711:Kerry Hill | 1800NC34721:Kerry Hill,,2026-02-03 00:01:00+00:00,2026-02-06 23:59:00+00:00,2026-02-03
abaaca6f-a4b0-4f83-9eb2-fd2ec5401ddc,2026-02-03T07:23:53Z,NorthLincolnshire,open,roadworks,true,St Paul's Church (Bus Stop Suspension),"Due to temporary traffic lights on Ashby High Street near the junction with St Paul’s Road, the St Paul’s Church bus stop is suspended until further notice.",2026-02-03T07:23:00.000Z,,unknown,unknown,"Due to temporary traffic lights on Ashby High Street near the junction with St Paul’s Road, the St Paul’s Church bus stop is suspended until further notice.",bus,HNTS:Hornsbys Bus & Coach | HNTS:Hornsbys Bus & Coach | HNTS:Hornsbys Bus & Coach,4:4 | 6:6 | 10a:10a,227000010362:Market,,2026-02-03 07:23:00+00:00,,2026-02-03
d04718fa-c5e2-4801-87f1-99c3b85e6863,2026-02-03T09:36:01Z,TfGM,open,roadClosed,false,"Mather Lane, Leigh - Road Closure","Due to the closure of Mather Lane in Leigh, services are on diversion.",2026-02-03T09:35:00.000Z,2026-02-09T00:00:00.000Z,normal,unknown,Outbound services are diverting via St Helens Road from Leigh Bus Station.,bus,BNDB:Bee Network,596:596,1800WK36331:Brooklands Avenue | 1800WK36341:Brooklands Avenue | 1800WK35461:Brown Street North | 1800WK13501:Derby Street | 1800WK12141:East Bridgewater Street | 1800WK10521:East Bridgewater Street | 1800WK36361:Eton Street | 1800WK36351:Eton Street | 1800WK35481:Leigh Town Hall | 1800WK10541:Rossall Crescent | 1800WK10531:Rossall Crescent | 1800WK36371:Rugby Road | 1800WK36381:Rugby Road | 1800WK35471:Silk Street | 1800WK10201:St Joseph's Church | 1800WK10241:St Joseph's Church,,2026-02-03 09:35:00+00:00,2026-02-09 00:00:00+00:00,2026-02-03
a8b7bffa-cbdc-484d-807f-f9e3b056a26e,2026-02-03T10:02:46Z,SYMCA,open,roadworks,false,"Waterdale, City Centre (Doncaster)","Waterdale is temporarily inaccessible due to failed temporary traffic lights until further notice .

Services, 356, 357, 357a,365,366,372,381,382,384,384a,387,387a,388  towards Doncaster are subject to diversion.",2026-02-03T10:02:00.000Z,,unknown,unknown,"Services 356,357,357a,365,366,372,381,382,384,384a,387,387a,388 towards Doncaster to follow normal route up  South Parade and divert via chequer Road , resuming normal route on College Road heading into city centre.",bus,FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire,356:356 | 357:357 | 357a:357a | 365:365 | 366:366 | 372:372 | 381:381 | 382:382 | 384:384 | 384a:384a | 387:387 | 387a:387a | 388:388,227000010237:A161 | 227000010238:A161 | 370041160:Armthorpe Lane/Park Hill | 370045775:Armthorpe Lane/Parkwood Rise | 370040756:Armthorpe Road/Dale Road | 370040425:Armthorpe Road/Danesthorpe Close | 370040755:Armthorpe Road/Hillcrest Road | 370045398:Armthorpe Road/Hillcrest Road | 370040419:Armthorpe Road/Leger Way | 370040418:Armthorpe Road/Leger Way | 370046472:Armthorpe Road/Leger Way | 370045396:Armthorpe Road/Oakhill Road | 370046408:Armthorpe Road/Sandall Rise | 370045390:Armthorpe Road/Thorne Road | 370045405:Armthorpe Road/Wellcroft Close | 370040424:Armthorpe Road/Wellcroft Close | 370045178:Ascot Avenue/Goodwood Gardens | 370040428:Ascot Avenue/Sandown Gardens | 370045450:Ascot Avenue/Sandown Gardens | 370040429:Ascot Avenue/York Gardens | 370046043:Ash Hill Road/Crookes Broom Avenue | 370046727:Ash Hill Road/Crookes Broom Avenue | 370046238:Bank End Road/Bank Farm | 370046239:Bank End Road/Fiftyeights Road | 370040355:Bank End Road/Hillcroft Road | 370046236:Bank End Road/Wroot Road | 370046237:Bank End Road/Wroot Road | 370045452:Bawtry Road/Alston Road | 370045451:Bawtry Road/Boswell Road | 370040445:Bawtry Road/Ellers Road | 370045180:Bawtry Road/Grange Road | 370045449:Bawtry Road/Leger Way | 370046475:Bawtry Road/Middlefield Road | 370045327:Bawtry Road/Plantation Avenue | 370040436:Bawtry Road/Saxton Avenue | 370040434:Bawtry Road/St Augustines Road | 370045458:Bawtry Road/Stoops Lane | 370040433:Bawtry Road/The Avenue | 370046580:Bawtry Road/Top Hall Road | 370045465:Bawtry Road/Warnington Drive | 370045181:Bawtry Road/Warren Lane | 370040502:Beech Road/Briar Road | 370046034:Beech Road/Poplar Place | 370046250:Beech Road/Poplar Place | 370046465:Belle Vue Way/Bawtry Road | 370046464:Belle Vue Way/Bawtry Road | 370040721:Bennetthorpe/Alderson Drive | 370045446:Bennetthorpe/Danum Road | 370041000:Bennetthorpe/Leger Way | 370045445:Bennetthorpe/Manor Drive | 370045443:Bennetthorpe/Roman Road | 370045442:Bennetthorpe/Roman Road | 370040658:Bennetthorpe/Sandbeck Road | 227000010846:Blow Row | 370046462:Booth Avenue/Bawtry Road | 370046461:Booth Avenue/Gliwice Way | 370046460:Booth Avenue/Gliwice Way | 370046463:Booth Avenue/The Dome | 370040498:Brecks Lane/Connaught Drive | 370040451:Brecks Lane/Connaught Drive | 370040450:Brecks Lane/Cowley Place | 370040497:Brecks Lane/Elizabeth Avenue | 370040452:Brecks Lane/Glade View | 370040496:Brecks Lane/Newhall Road | 370045408:Briar Road/Beech Road | 370046033:Briar Road/Elm Road | 370046249:Briar Road/Elm Road | 370045081:Broadway/Broadwater Drive | 370045078:Broadway/Broadway Nook | 370045504:Broadway/Craven Road | 370040491:Broadway/Craven Road | 370040470:Broadway/Doncaster Road | 370045082:Broadway/Doncaster Road | 370045080:Broadway/Ingram Road | 370041086:Broadway/Norwood Road | 370040490:Broadway/Sheep Dip Lane | 370045077:Broadway/St. Lawrence Road | 370046071:Broadway/Station Road | 370045505:Broadway/The Nook | 370040386:Cantley Lane/Hadley Cross Mews | 370040385:Cantley Lane/School Lane | 370040511:Cemetery Road/Churchill Avenue | 370040508:Cemetery Road/Epworth Road | 370045304:Cemetery Road/Mosscroft Lane | 370040509:Cemetery Road/Old Epworth Road East | 370040510:Cemetery Road/Old Epworth Road East | 370040475:Cemetery Road/Slay Pit Lane | 370040460:Church Balk/Athelstane Crescent | 370045876:Church Balk/Athelstane Crescent | 370040453:Church Balk/Church Balk Gardens | 370046410:Church Balk/Church Close | 370045347:Church Balk/Doncaster Road | 370045016:Church Balk/Holly Bush Lane | 370045352:Church Balk/Locksley Avenue | 370040461:Church Balk/Milton Grove | 370046409:Church Balk/St Nicholas Road | 370045350:Church Balk/St. Oswalds Drive | 370045804:Church Road/Doncaster Road | 370045513:Church Road/Field Road | 370040553:Church Road/Field Road,,2026-02-03 10:02:00+00:00,,2026-02-03
